Kraken ID,smiles,com,check,symbol,vmin_vmin_boltz,vmin_r_boltz,fmo_e_homo_boltz,fmo_e_lumo_boltz,fmo_mu_boltz,fmo_eta_boltz,fmo_omega_boltz,somo_ra_boltz,somo_rc_boltz,nbo_P_boltz,nbo_P_ra_boltz,spindens_P_ra_boltz,nbo_P_rc_boltz,spindens_P_rc_boltz,nmr_P_boltz,nmrtens_sxx_P_boltz,nmrtens_syy_P_boltz,nmrtens_szz_P_boltz,efg_amp_P_boltz,efgtens_xx_P_boltz,efgtens_yy_P_boltz,efgtens_zz_P_boltz,nuesp_P_boltz,E_solv_cds_boltz,nbo_lp_P_percent_s_boltz,nbo_lp_P_occ_boltz,nbo_lp_P_e_boltz,nbo_bd_e_max_boltz,nbo_bd_e_avg_boltz,nbo_bds_e_min_boltz,nbo_bds_e_avg_boltz,nbo_bd_occ_min_boltz,nbo_bd_occ_avg_boltz,nbo_bds_occ_max_boltz,nbo_bds_occ_avg_boltz,E_solv_total_boltz,E_solv_elstat_boltz,E_oxidation_boltz,E_reduction_boltz,fukui_p_boltz,fukui_m_boltz,vbur_vtot_boltz,vbur_ratio_vbur_vtot_boltz,Pint_P_int_boltz,Pint_dP_boltz,Pint_P_min_boltz,Pint_P_max_boltz,volume_boltz,surface_area_boltz,sphericity_boltz,dipolemoment_boltz,dipolemoment_min,dipolemoment_max,dipolemoment_delta,dipolemoment_vburminconf,qpole_amp_boltz,qpole_amp_min,qpole_amp_max,qpole_amp_delta,qpole_amp_vburminconf,qpoletens_xx_boltz,qpoletens_xx_min,qpoletens_xx_max,qpoletens_xx_delta,qpoletens_xx_vburminconf,qpoletens_yy_boltz,qpoletens_yy_min,qpoletens_yy_max,qpoletens_yy_delta,qpoletens_yy_vburminconf,qpoletens_zz_boltz,qpoletens_zz_min,qpoletens_zz_max,qpoletens_zz_delta,qpoletens_zz_vburminconf,pyr_P_boltz,pyr_P_min,pyr_P_max,pyr_P_delta,pyr_P_vburminconf,pyr_alpha_boltz,pyr_alpha_min,pyr_alpha_max,pyr_alpha_delta,pyr_alpha_vburminconf,vbur_vbur_boltz,vbur_vbur_min,vbur_vbur_max,vbur_vbur_delta,vbur_vbur_vburminconf,vbur_qvbur_min_boltz,vbur_qvbur_min_min,vbur_qvbur_min_max,vbur_qvbur_min_delta,vbur_qvbur_min_vburminconf,vbur_qvbur_max_boltz,vbur_qvbur_max_min,vbur_qvbur_max_max,vbur_qvbur_max_delta,vbur_qvbur_max_vburminconf,vbur_qvtot_min_boltz,vbur_qvtot_min_min,vbur_qvtot_min_max,vbur_qvtot_min_delta,vbur_qvtot_min_vburminconf,vbur_qvtot_max_boltz,vbur_qvtot_max_min,vbur_qvtot_max_max,vbur_qvtot_max_delta,vbur_qvtot_max_vburminconf,vbur_max_delta_qvbur_boltz,vbur_max_delta_qvbur_min,vbur_max_delta_qvbur_max,vbur_max_delta_qvbur_delta,vbur_max_delta_qvbur_vburminconf,vbur_max_delta_qvtot_boltz,vbur_max_delta_qvtot_min,vbur_max_delta_qvtot_max,vbur_max_delta_qvtot_delta,vbur_max_delta_qvtot_vburminconf,vbur_ovbur_min_boltz,vbur_ovbur_min_min,vbur_ovbur_min_max,vbur_ovbur_min_delta,vbur_ovbur_min_vburminconf,vbur_ovbur_max_boltz,vbur_ovbur_max_min,vbur_ovbur_max_max,vbur_ovbur_max_delta,vbur_ovbur_max_vburminconf,vbur_ovtot_min_boltz,vbur_ovtot_min_min,vbur_ovtot_min_max,vbur_ovtot_min_delta,vbur_ovtot_min_vburminconf,vbur_ovtot_max_boltz,vbur_ovtot_max_min,vbur_ovtot_max_max,vbur_ovtot_max_delta,vbur_ovtot_max_vburminconf,vbur_near_vbur_boltz,vbur_near_vbur_min,vbur_near_vbur_max,vbur_near_vbur_delta,vbur_near_vbur_vburminconf,vbur_far_vbur_boltz,vbur_far_vbur_min,vbur_far_vbur_max,vbur_far_vbur_delta,vbur_far_vbur_vburminconf,vbur_near_vtot_boltz,vbur_near_vtot_min,vbur_near_vtot_max,vbur_near_vtot_delta,vbur_near_vtot_vburminconf,vbur_far_vtot_boltz,vbur_far_vtot_min,vbur_far_vtot_max,vbur_far_vtot_delta,vbur_far_vtot_vburminconf,sterimol_B1_boltz,sterimol_B1_min,sterimol_B1_max,sterimol_B1_delta,sterimol_B1_vburminconf,sterimol_B5_boltz,sterimol_B5_min,sterimol_B5_max,sterimol_B5_delta,sterimol_B5_vburminconf,sterimol_L_boltz,sterimol_L_min,sterimol_L_max,sterimol_L_delta,sterimol_L_vburminconf,sterimol_burB1_boltz,sterimol_burB1_min,sterimol_burB1_max,sterimol_burB1_delta,sterimol_burB1_vburminconf,sterimol_burB5_boltz,sterimol_burB5_min,sterimol_burB5_max,sterimol_burB5_delta,sterimol_burB5_vburminconf,sterimol_burL_boltz,sterimol_burL_min,sterimol_burL_max,sterimol_burL_delta,sterimol_burL_vburminconf
464,C=CCP(CC=C)c1ccccc1,1,,N,-0.050588,1.835557,-0.239505,-0.027764,-0.133634,0.211741,0.04218,0.075773,-0.404368,0.772176,0.695757,0.090003,1.205188,0.565941,325.48527,285.657541,325.731989,365.066244,1.76161,-0.747709,-0.690211,1.437919,-54.18023,-3.736533,53.835104,1.942779,-0.326904,-0.44861,-0.460356,0.17826,0.193915,1.938524,1.949427,0.039836,0.034447,-9.738906,-6.002373,0.295406,0.024583,0.076419,0.433013,233.080362,0.213254,17.984662,3.457209,12.3395,31.087158,274.955276,253.38467,0.807138,1.126223,0.848535,1.652746,0.804211,0.8714,6.068198,4.314831,8.492434,4.177603,6.771188,3.855186,2.867868,5.130777,2.26291,3.159593,0.734298,-1.078925,2.349226,3.428151,2.349226,-4.589484,-6.666588,-3.206047,3.460541,-5.50882,0.947856,0.910984,0.956446,0.045461,0.910984,15.649156,14.300586,20.851727,6.551141,20.851727,49.706612,43.279535,59.040272,15.760737,43.279535,9.815247,9.488447,11.205822,1.717375,9.692398,14.936694,12.761083,22.031982,9.270899,12.761083,29.041979,22.675201,38.593092,15.917891,28.786829,90.855192,83.933521,93.649902,9.716381,86.115531,4.745699,2.565604,10.114944,7.54934,2.565604,56.447591,34.040493,66.119468,32.078975,34.040493,0,0,0,0,0,14.903391,12.761083,19.689155,6.928072,12.761083,0,0,0,0,0,90.855192,83.933521,93.649902,9.716381,86.115531,49.673399,43.279535,58.36148,15.081945,43.279535,0.033212,0,2.342826,2.342826,0,232.175871,228.488844,233.572041,5.083197,230.012772,0.040675,0,3.07117,3.07117,0,3.198144,2.96458,3.577477,0.612897,2.96458,6.366212,6.270033,6.532869,0.262836,6.532869,7.747902,6.515496,8.186449,1.670953,8.031,3.197863,2.96458,3.577477,0.612897,2.96458,6.044852,5.970977,6.099733,0.128756,6.099733,7.31249,6.515496,7.746042,1.230547,7.56405
465,CCCP(c1ccccc1)c1ccccc1,1,,N,-0.051866,1.8405,-0.228866,-0.028311,-0.128589,0.200555,0.041225,0.068783,-0.403069,0.780734,0.732524,0.041105,1.16648,0.496562,304.687212,264.387899,314.517383,335.156366,1.755523,-0.792059,-0.638574,1.430633,-54.182887,-6.122509,51.019057,1.91785,-0.31242,-0.456634,-0.468285,0.197624,0.21562,1.953217,1.957246,0.035311,0.03214,-11.955809,-5.8333,0.280905,0.020679,0.04821,0.385746,270.085532,0.185448,18.656769,3.786438,11.840453,31.46036,317.048495,288.434881,0.779607,1.3796,1.277702,1.473749,0.196047,1.473749,6.613638,5.931994,8.445083,2.513089,8.185829,4.599903,4.459095,5.424501,0.965405,5.130948,0.031169,-1.185322,1.534504,2.719827,1.143829,-4.631072,-6.398822,-3.474345,2.924477,-6.274777,0.940599,0.904687,0.945967,0.04128,0.92373,16.792415,16.003634,21.622901,5.619267,19.211878,50.086659,46.642118,54.766705,8.124587,46.642118,10.281417,9.853468,11.101232,1.247764,10.153642,15.235257,14.193972,18.779218,4.585246,14.569452,34.397344,33.0658,45.336427,12.270626,45.336427,90.551275,89.507533,96.72106,7.213527,89.507533,3.905675,2.780015,8.618254,5.83824,4.071707,50.527705,44.171106,52.722564,8.551458,44.171106,0,0,0,0,0,15.10094,14.193972,17.926806,3.732834,14.569452,0,0,0,0,0,90.551275,89.507533,96.72106,7.213527,89.507533,49.952837,46.642118,53.917431,7.275313,46.642118,0.133823,0,0.849275,0.849275,0,268.556023,268.102041,269.899048,1.797007,269.407192,0.176632,0,1.120956,1.120956,0,3.913614,3.427448,4.065208,0.63776,4.030041,6.400029,6.385867,6.55427,0.168403,6.47602,7.576366,7.255417,8.094561,0.839143,7.790248,3.799743,3.345164,4.065208,0.720045,3.770058,6.0678,6.036652,6.11818,0.081528,6.054385,7.178481,6.996284,7.65208,0.655796,7.300398
466,CCOP(OCC)O[Si](C)(C)C,1,,N,-0.041418,1.8633,-0.25409,0.022807,-0.115641,0.276897,0.02415,0.110351,-0.439591,1.542179,1.371372,0.222438,1.927689,0.441625,120.86898,22.206073,57.503873,282.896939,2.024547,-0.870665,-0.781463,1.652129,-54.102988,-1.355817,65.226693,1.968071,-0.370982,-0.642846,-0.670534,0.203433,0.219444,1.976573,1.97891,0.093139,0.079846,-5.860319,-4.504502,0.318401,0.068356,0.170807,0.38551,238.670594,0.198305,17.81185,4.106807,11.70198,33.04344,289.553328,274.891777,0.770255,1.540936,0.73276,2.718066,1.985305,2.718066,5.875133,5.227989,7.918675,2.690686,5.627667,3.177701,2.259648,5.791598,3.53195,3.718249,1.453049,-2.252421,2.043789,4.29621,0.478885,-4.63075,-5.628964,-3.400514,2.22845,-4.197134,0.949908,0.931496,0.967118,0.035622,0.931496,15.071888,12.308222,17.837347,5.529125,17.837347,47.335734,40.793419,67.518375,26.724956,40.793419,9.113953,8.947714,11.19118,2.243465,9.052305,16.392721,12.581187,24.665569,12.084382,12.581187,34.743988,18.151165,47.631704,29.480539,38.23049,91.578405,81.611124,107.006378,25.395253,87.746011,6.508528,2.997563,13.396993,10.39943,3.528882,48.307553,29.125488,80.212669,51.087181,49.515522,0,0,0,0,0,15.690038,12.581187,21.200487,8.6193,12.581187,0,0,0,0,0,90.138334,81.611124,101.315787,19.704662,87.746011,46.617994,40.793419,63.426796,22.633377,40.793419,0.71774,0,4.113543,4.113543,0,235.998611,227.974514,238.737649,10.763135,238.737649,1.478001,0,8.133837,8.133837,0,3.637591,2.450211,4.101672,1.651461,3.420023,5.939032,5.519694,6.428101,0.908407,6.0139,7.920257,5.778741,8.377899,2.599158,7.989212,3.625459,2.450211,4.101672,1.651461,3.420023,5.809683,5.519694,6.018542,0.498848,5.920284,7.609069,5.778741,7.968595,2.189854,7.671027
467,Cn1ccnc1P(c1ccccc1)c1ccccc1,1,,N,-0.039934,1.836791,-0.22808,-0.03013,-0.129105,0.19795,0.042104,0.063645,-0.386154,0.752593,0.687204,0.067996,0.9829,0.271994,328.24801,287.406516,329.377355,367.960146,1.842744,-0.861214,-0.637818,1.499032,-54.17229,-6.259433,49.193143,1.910927,-0.3158,-0.479027,-0.487146,0.217811,0.221364,1.951661,1.954688,0.046077,0.043265,-15.734862,-9.475429,0.277295,0.01706,0.065389,0.230307,299.986896,0.193658,19.149884,4.021629,13.183255,32.586845,341.611032,308.525025,0.765981,2.590184,2.269633,4.779156,2.509523,4.779156,8.830873,7.518206,11.338547,3.820341,11.338547,6.422876,5.868937,8.093676,2.224739,6.297842,-0.397061,-1.376138,2.72766,4.103798,2.72766,-6.025815,-9.025503,-4.492799,4.532704,-9.025503,0.935091,0.921439,0.936354,0.014916,0.921439,17.614795,17.433384,19.497296,2.063912,19.497296,58.095306,48.563445,63.609829,15.046384,48.563445,11.196697,10.309482,12.228717,1.919235,10.309482,20.061376,13.438829,23.56737,10.128541,13.438829,52.429729,49.68142,60.285835,10.604415,60.285835,89.719407,89.286751,90.961149,1.674398,90.134376,8.601936,2.85009,11.545741,8.695651,2.85009,36.808749,25.097633,38.962026,13.864393,25.097633,0,0,0,0,0,18.455123,13.438829,19.569922,6.131093,13.438829,0,0,0,0,0,89.665761,89.286751,90.961149,1.674398,90.134376,56.479961,48.563445,58.923131,10.359686,48.563445,1.615345,0,4.686699,4.686699,0,297.617696,293.331229,298.714603,5.383374,298.621355,2.3692,0,6.823633,6.823633,0,4.009636,3.660361,4.244084,0.583723,4.244084,6.34582,6.340498,6.453695,0.113196,6.453695,7.488477,7.440357,7.967142,0.526785,7.967142,3.967013,3.660361,4.085622,0.425261,4.085622,6.046863,6.036916,6.063118,0.026202,6.036916,7.082854,7.053308,7.625243,0.571935,7.625243
468,CN(c1ccccc1)P(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1,,N,-0.018787,2.075862,-0.24272,-0.054003,-0.148361,0.188717,0.058322,0.045318,-0.423996,1.081212,0.975685,0.106434,1.07142,-0.008955,188.688066,76.606007,179.573961,309.884137,1.956024,-0.826849,-0.769899,1.596748,-54.105957,-7.602313,59.396985,1.900469,-0.376956,-0.55317,-0.585668,0.073486,0.115037,1.966084,1.966818,0.132514,0.106345,-11.568754,-3.966442,0.29309,-0.004005,0.105527,-0.009792,328.971068,0.236375,19.822336,3.575328,13.352014,35.455509,356.31482,299.310198,0.812073,2.25202,2.232324,2.8225,0.590176,2.8225,7.098883,4.315171,7.19499,2.879819,4.315171,3.338192,2.470905,3.368135,0.89723,2.470905,2.432799,0.939707,2.484348,1.544641,0.939707,-5.770992,-5.852483,-3.410613,2.44187,-3.410613,0.889654,0.874769,0.890168,0.015399,0.874769,23.427455,23.371842,25.038281,1.666439,25.038281,77.761494,65.296873,78.191832,12.894958,65.296873,14.464197,14.414658,14.465907,0.051249,14.414658,30.247434,19.337731,30.624088,11.286357,19.337731,62.853452,62.81643,63.925793,1.109363,63.925793,120.446618,114.864892,120.639325,5.774433,114.864892,14.308254,3.985943,14.664629,10.678687,3.985943,55.905287,47.782597,56.185721,8.403124,47.782597,0,0,0,0,0,21.302683,18.991537,21.382475,2.390938,18.991537,0,0,0,0,0,92.008637,91.231702,114.512358,23.280656,114.512358,68.717666,64.950679,68.84772,3.897041,64.950679,9.043829,0.346194,9.344112,8.997918,0.346194,299.480773,298.498754,327.924718,29.425964,327.924718,29.490295,0.350496,30.496339,30.145843,0.350496,4.186286,4.124484,4.18842,0.063936,4.124484,6.966964,5.837435,7.005961,1.168526,5.837435,7.119712,7.053265,9.04433,1.991065,9.04433,4.186286,4.124484,4.18842,0.063936,4.124484,6.554547,4.899297,6.611694,1.712397,4.899297,7.057583,7.053265,7.182673,0.129408,7.182673
469,CCCCCCP(CCCCCC)CCCCCC,1,,N,-0.060287,1.797239,-0.227032,0.032085,-0.097474,0.259117,0.018336,0.103,-0.419451,0.734731,0.659835,0.116718,1.309876,0.744618,340.050414,319.365044,336.253506,364.532695,1.709625,-0.704742,-0.691128,1.39587,-54.199011,-8.900581,53.851858,1.951679,-0.317363,-0.447614,-0.448538,0.200879,0.203861,1.967673,1.968956,0.028289,0.026107,-12.673515,-3.772934,0.285688,0.06882,0.074896,0.575145,365.775301,0.174936,17.839166,3.813194,11.214035,32.436381,472.168586,431.834822,0.679531,1.091131,0.953583,1.445294,0.491712,1.379346,2.54525,0.533527,7.027511,6.493983,4.965563,1.699295,0.419629,3.47508,3.055452,2.096117,0.112399,-0.575258,2.476913,3.052171,1.957458,-1.811693,-5.720825,-0.311103,5.409722,-4.053575,0.958091,0.929417,0.963034,0.033616,0.947586,13.988514,13.12939,18.314745,5.185355,15.727738,63.985826,44.570181,139.225598,94.655417,44.570181,11.367711,9.537605,27.683004,18.1454,9.608726,22.799826,12.581187,44.116258,31.535071,12.854168,35.52055,22.091107,66.343258,44.252151,23.40305,126.303304,107.9117,183.295593,75.383893,150.014377,10.820049,1.366997,28.421413,27.054416,3.245442,79.896291,33.970435,145.274285,111.30385,126.611327,0.048931,0,10.93075,10.93075,0,19.175837,12.581187,22.270448,9.689261,12.854168,0.178366,0,18.357506,18.357506,0,115.137052,66.313778,183.295593,116.981815,150.014377,58.657198,44.570181,76.730703,32.160522,44.570181,5.328628,0,62.494895,62.494895,0,300.767431,215.137614,366.029128,150.891514,357.147222,62.304346,0,147.257526,147.257526,4.958902,3.878246,2.979009,5.43699,2.457981,4.03971,8.853917,5.664975,9.988728,4.323752,8.408347,8.084061,5.753726,11.81966,6.065934,9.926285,3.737574,2.979009,4.591974,1.612965,3.82846,7.31102,5.664975,8.02797,2.362995,7.541741,6.049025,5.753726,7.712539,1.958812,7.290766
470,CCCCOP(OCCCC)C(Cl)(Cl)Cl,1,,N,-0.022056,1.947766,-0.271657,-0.033759,-0.152708,0.237897,0.049015,0.076891,-0.449839,1.338114,1.138117,0.213091,1.714328,0.433763,114.471978,12.254203,35.266377,295.895335,1.890332,-0.863599,-0.675915,1.539514,-54.098066,-6.042863,64.6831,1.960975,-0.394775,-0.53829,-0.641617,0.105891,0.163931,1.971795,1.975541,0.113525,0.083133,-10.423901,-4.381038,0.330882,0.022483,0.199996,0.376214,294.927582,0.201371,18.177798,3.690419,11.704411,31.929014,347.838225,314.233406,0.761428,3.327397,2.300952,3.870123,1.569171,2.574154,5.969855,4.213872,7.891565,3.677693,6.371845,4.632417,2.308038,6.320108,4.012071,4.966947,-1.150089,-2.359064,1.100109,3.459173,-1.142845,-3.482327,-4.795313,-2.402273,2.39304,-3.824102,0.966502,0.920217,0.973286,0.053069,0.939663,12.138298,10.900814,19.05585,8.155036,16.712,59.390214,49.47129,79.871555,30.400265,49.47129,11.796961,9.422555,13.074854,3.652299,9.718546,18.733635,15.352834,34.872553,19.519719,15.352834,44.904511,25.308871,56.584527,31.275657,40.419771,101.909882,89.234697,130.42482,41.190123,92.735743,6.611573,3.684722,20.077186,16.392464,5.634288,52.250625,32.65017,85.579216,52.929047,52.315972,0,0,0,0,0,17.885489,15.352834,21.864637,6.511802,15.352834,0,0,0,0,0,100.085153,82.545064,130.42482,47.879755,92.735743,58.413782,49.47129,69.72628,20.25499,49.47129,0.976431,0,14.007801,14.007801,0,289.143014,261.046768,295.204958,34.15819,294.682735,4.994352,0,32.770863,32.770863,0,3.833592,3.300399,4.250256,0.949857,3.84359,7.386659,5.929955,8.257499,2.327543,7.146769,7.397962,7.317322,9.6269,2.309578,7.87577,3.812654,3.300399,4.236778,0.936379,3.84359,6.987412,5.499233,7.831214,2.331981,6.033949,7.343556,7.250647,7.73295,0.482303,7.312526
471,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1P(c1ccccc1)c1ccccc1,1,,N,-0.051877,1.812713,-0.227325,-0.031858,-0.129592,0.195467,0.042967,0.058424,-0.393218,0.758075,0.716635,0.034902,1.208958,0.561062,307.30137,250.724015,319.586181,351.593868,1.797297,-0.83195,-0.630923,1.462873,-54.185269,-8.14831,49.824144,1.922564,-0.305412,-0.44379,-0.463463,0.185068,0.212889,1.949565,1.952915,0.052701,0.042311,-14.337824,-6.189514,0.275499,0.013406,0.041439,0.450884,379.008149,0.188773,19.700568,4.189611,13.025283,34.617096,453.666292,373.602689,0.764252,1.169176,1.10365,1.471009,0.367359,1.471009,5.446587,3.341664,9.67876,6.337097,8.278087,3.813364,2.644067,6.197214,3.553148,5.630859,-0.056355,-1.461188,2.239464,3.700653,0.422384,-3.75701,-7.345383,-1.817374,5.528009,-6.053243,0.92177,0.865812,0.94547,0.079658,0.914256,19.401349,15.980192,25.963939,9.983747,20.345034,71.546431,56.630508,81.280388,24.649881,56.630508,12.389453,10.219534,12.894958,2.675424,10.476827,27.376084,18.929828,36.496843,17.567015,18.929828,61.944202,56.116449,65.603837,9.487388,60.78586,121.189868,107.55083,159.956105,52.405275,135.064911,12.965414,7.854744,25.582828,17.728084,7.854744,54.705618,39.881442,97.978622,58.09718,59.341212,0,0,0,0,0,21.666831,18.279276,22.338432,4.059156,18.279276,0,0,0,0,0,109.792466,103.196101,138.122676,34.926575,128.958407,65.370689,55.916155,69.482584,13.566429,55.916155,6.175742,0.359791,17.670559,17.310768,0.714353,360.691551,349.30978,372.425698,23.115918,372.425698,16.376909,4.951876,29.574735,24.622859,6.197873,4.222462,4.064335,4.537515,0.47318,4.513514,6.47703,6.371914,7.25525,0.883336,6.478136,7.775253,7.512814,9.112747,1.599932,8.02813,4.185906,3.905639,4.333473,0.427834,4.257664,6.376729,6.051679,6.910808,0.859128,6.365598,7.0696,6.969917,7.664305,0.694387,7.259152
472,C1CCN(P(N2CCCC2)N2CCCC2)C1,1,,N,-0.061916,1.80216,-0.203469,0.029344,-0.087063,0.232813,0.016293,0.110165,-0.382158,1.298564,1.188235,0.154872,1.518902,0.225914,171.838358,76.765554,144.412381,294.337207,1.911004,-0.844473,-0.713824,1.558297,-54.15588,-6.678847,56.045631,1.945098,-0.315566,-0.536865,-0.561402,0.224941,0.24025,1.960901,1.966915,0.089746,0.081436,-10.45522,-3.776373,0.25677,0.070301,0.110329,0.220338,267.092185,0.202917,18.369146,3.679492,12.579146,33.376805,332.113601,288.791557,0.803148,1.261969,0.774556,1.474615,0.700059,1.248872,4.050125,3.29302,4.658513,1.365493,3.885039,2.119873,1.520271,2.347756,0.827485,2.347756,1.126217,0.673498,1.551373,0.877876,0.673498,-3.24609,-3.783311,-2.677701,1.10561,-3.021254,0.919603,0.890187,0.934532,0.044345,0.90775,18.687839,16.978545,20.986388,4.007843,19.548504,54.198263,53.088028,59.736844,6.648816,53.088028,10.907067,10.419302,12.808148,2.388846,10.501929,16.624489,15.975148,17.314952,1.339804,16.055682,43.501918,39.343887,45.427688,6.083801,43.331342,83.347653,81.849388,84.186955,2.337567,81.952533,4.690386,3.407557,5.966886,2.559329,5.146897,29.301807,25.872651,38.221069,12.348418,29.547358,0,0,0,0,0,16.622759,15.975148,17.263702,1.288555,16.055682,0,0,0,0,0,83.347653,81.849388,84.186955,2.337567,81.952533,54.196545,53.088028,59.718018,6.62999,53.088028,0.001718,0,0.050203,0.050203,0,267.120005,266.667461,267.599892,0.93243,267.136821,0.000987,0,0.087057,0.087057,0,3.72637,3.573011,3.889201,0.316191,3.588119,5.932943,5.793884,5.995517,0.201634,5.962024,6.904504,6.621137,7.19033,0.569193,6.683264,3.715245,3.530022,3.889201,0.359179,3.530022,5.932943,5.793884,5.995517,0.201634,5.962024,6.759223,6.595469,6.917579,0.322111,6.683264
473,CC(C)Oc1ccc2ccccc2c1-c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12,1,,N,-0.05402,1.864045,-0.209738,-0.049086,-0.129412,0.160651,0.052148,0.02958,-0.336743,0.818637,0.80361,0.014783,0.976439,0.222892,300.969475,269.955779,302.578008,330.374609,1.804267,-0.752504,-0.720533,1.473037,-54.182827,-12.285594,49.915757,1.895379,-0.300444,-0.46603,-0.469958,0.225184,0.231148,1.948001,1.950588,0.041604,0.039005,-23.728876,-11.443282,0.248229,-0.009164,0.015027,0.157802,554.807989,0.176253,21.49453,5.018662,13.491507,41.846648,633.741174,501.456539,0.711582,1.477055,0.714249,3.170013,2.455764,3.015189,10.473112,7.84801,15.447235,7.599225,12.76562,6.543762,5.290294,9.376969,4.086675,5.753004,1.164255,-2.096371,4.650631,6.747002,4.650631,-7.708016,-12.242418,-4.958876,7.283542,-10.403635,0.932383,0.871335,0.938113,0.066778,0.871976,17.989935,17.199586,25.280667,8.081081,25.24982,97.784729,53.768912,108.078558,54.309645,53.768912,10.777147,10.395246,12.167009,1.771762,11.401407,41.296987,16.051499,43.272213,27.220715,16.051499,58.539062,56.883833,86.366753,29.482919,86.366753,243.661043,183.221944,283.183195,99.961251,183.221944,24.560713,3.799772,29.278009,25.478237,4.650092,148.161344,94.091594,202.166753,108.07516,94.091594,0.021896,0,0.366067,0.366067,0,22.185062,16.051499,22.296595,6.245097,16.051499,0.010007,0,0.265311,0.265311,0,189.50462,176.751011,245.467905,68.716894,183.221944,65.467534,53.768912,67.759979,13.991067,53.768912,32.317195,0,43.086042,43.086042,0,458.503836,447.249539,551.182427,103.932888,550.125922,93.518819,0,103.060925,103.060925,0,4.289659,4.159621,4.61945,0.459828,4.597385,8.612161,8.412923,8.801358,0.388435,8.412923,7.678322,7.515043,10.751112,3.236069,10.751112,4.154248,4.04917,4.583908,0.534738,4.551137,7.415053,6.155062,7.721074,1.566012,6.155062,7.169409,7.050773,8.270322,1.219549,8.246689
474,Cc1nc2ccccn2c1P(c1ccccc1)c1ccccc1,1,,N,-0.039336,1.862053,-0.221973,-0.042633,-0.132303,0.17934,0.048801,0.047954,-0.373925,0.813938,0.764649,0.046632,0.975449,0.189782,332.76649,292.570717,316.410875,389.317961,1.814662,-0.792814,-0.687606,1.48042,-54.166614,-8.103461,47.942018,1.880695,-0.309664,-0.483597,-0.494311,0.214403,0.223163,1.949883,1.955225,0.050753,0.043263,-17.442107,-9.338646,0.267109,0.00362,0.049289,0.161511,351.683514,0.164744,19.903653,4.482402,12.958658,35.139444,398.005864,347.184098,0.753678,3.18224,1.742658,3.463557,1.720898,3.463557,7.189937,6.070965,12.916042,6.845077,6.070965,4.612237,3.795686,8.790766,4.99508,3.795686,0.828244,0.649803,0.863114,0.213311,0.863114,-5.44048,-9.440569,-4.6588,4.781768,-4.6588,0.913643,0.912744,0.918247,0.005503,0.912744,20.498372,19.910002,20.613348,0.703347,20.613348,57.937827,57.783094,58.729638,0.946544,57.783094,11.099805,11.080314,11.199547,0.119233,11.080314,22.482701,22.399094,22.910541,0.511447,22.399094,61.81026,61.739981,62.169898,0.429917,61.739981,129.661451,129.018812,129.787033,0.768221,129.787033,10.715648,10.671365,10.942255,0.270889,10.671365,67.184679,62.771661,68.047052,5.27539,68.047052,0,0,0,0,0,19.120311,19.001996,19.725762,0.723766,19.001996,0,0,0,0,0,123.61056,117.777714,124.75039,6.972675,124.75039,54.577146,54.385996,55.555318,1.169321,54.385996,3.360681,3.174321,3.397098,0.222778,3.397098,342.790966,340.149621,343.307127,3.157506,343.307127,6.352161,5.293391,11.770198,6.476808,5.293391,4.315589,4.263535,4.581963,0.318428,4.263535,6.624318,6.450615,7.513207,1.062592,6.450615,9.084486,7.907471,9.314494,1.407023,9.314494,4.20914,4.158906,4.466206,0.3073,4.158906,6.210246,6.035658,7.103664,1.068006,6.035658,7.595274,7.592202,7.610997,0.018795,7.592202
