Kraken ID,smiles,com,check,symbol,vmin_vmin_boltz,vmin_r_boltz,fmo_e_homo_boltz,fmo_e_lumo_boltz,fmo_mu_boltz,fmo_eta_boltz,fmo_omega_boltz,somo_ra_boltz,somo_rc_boltz,nbo_P_boltz,nbo_P_ra_boltz,spindens_P_ra_boltz,nbo_P_rc_boltz,spindens_P_rc_boltz,nmr_P_boltz,nmrtens_sxx_P_boltz,nmrtens_syy_P_boltz,nmrtens_szz_P_boltz,efg_amp_P_boltz,efgtens_xx_P_boltz,efgtens_yy_P_boltz,efgtens_zz_P_boltz,nuesp_P_boltz,E_solv_cds_boltz,nbo_lp_P_percent_s_boltz,nbo_lp_P_occ_boltz,nbo_lp_P_e_boltz,nbo_bd_e_max_boltz,nbo_bd_e_avg_boltz,nbo_bds_e_min_boltz,nbo_bds_e_avg_boltz,nbo_bd_occ_min_boltz,nbo_bd_occ_avg_boltz,nbo_bds_occ_max_boltz,nbo_bds_occ_avg_boltz,E_solv_total_boltz,E_solv_elstat_boltz,E_oxidation_boltz,E_reduction_boltz,fukui_p_boltz,fukui_m_boltz,vbur_vtot_boltz,vbur_ratio_vbur_vtot_boltz,Pint_P_int_boltz,Pint_dP_boltz,Pint_P_min_boltz,Pint_P_max_boltz,volume_boltz,surface_area_boltz,sphericity_boltz,dipolemoment_boltz,dipolemoment_min,dipolemoment_max,dipolemoment_delta,dipolemoment_vburminconf,qpole_amp_boltz,qpole_amp_min,qpole_amp_max,qpole_amp_delta,qpole_amp_vburminconf,qpoletens_xx_boltz,qpoletens_xx_min,qpoletens_xx_max,qpoletens_xx_delta,qpoletens_xx_vburminconf,qpoletens_yy_boltz,qpoletens_yy_min,qpoletens_yy_max,qpoletens_yy_delta,qpoletens_yy_vburminconf,qpoletens_zz_boltz,qpoletens_zz_min,qpoletens_zz_max,qpoletens_zz_delta,qpoletens_zz_vburminconf,pyr_P_boltz,pyr_P_min,pyr_P_max,pyr_P_delta,pyr_P_vburminconf,pyr_alpha_boltz,pyr_alpha_min,pyr_alpha_max,pyr_alpha_delta,pyr_alpha_vburminconf,vbur_vbur_boltz,vbur_vbur_min,vbur_vbur_max,vbur_vbur_delta,vbur_vbur_vburminconf,vbur_qvbur_min_boltz,vbur_qvbur_min_min,vbur_qvbur_min_max,vbur_qvbur_min_delta,vbur_qvbur_min_vburminconf,vbur_qvbur_max_boltz,vbur_qvbur_max_min,vbur_qvbur_max_max,vbur_qvbur_max_delta,vbur_qvbur_max_vburminconf,vbur_qvtot_min_boltz,vbur_qvtot_min_min,vbur_qvtot_min_max,vbur_qvtot_min_delta,vbur_qvtot_min_vburminconf,vbur_qvtot_max_boltz,vbur_qvtot_max_min,vbur_qvtot_max_max,vbur_qvtot_max_delta,vbur_qvtot_max_vburminconf,vbur_max_delta_qvbur_boltz,vbur_max_delta_qvbur_min,vbur_max_delta_qvbur_max,vbur_max_delta_qvbur_delta,vbur_max_delta_qvbur_vburminconf,vbur_max_delta_qvtot_boltz,vbur_max_delta_qvtot_min,vbur_max_delta_qvtot_max,vbur_max_delta_qvtot_delta,vbur_max_delta_qvtot_vburminconf,vbur_ovbur_min_boltz,vbur_ovbur_min_min,vbur_ovbur_min_max,vbur_ovbur_min_delta,vbur_ovbur_min_vburminconf,vbur_ovbur_max_boltz,vbur_ovbur_max_min,vbur_ovbur_max_max,vbur_ovbur_max_delta,vbur_ovbur_max_vburminconf,vbur_ovtot_min_boltz,vbur_ovtot_min_min,vbur_ovtot_min_max,vbur_ovtot_min_delta,vbur_ovtot_min_vburminconf,vbur_ovtot_max_boltz,vbur_ovtot_max_min,vbur_ovtot_max_max,vbur_ovtot_max_delta,vbur_ovtot_max_vburminconf,vbur_near_vbur_boltz,vbur_near_vbur_min,vbur_near_vbur_max,vbur_near_vbur_delta,vbur_near_vbur_vburminconf,vbur_far_vbur_boltz,vbur_far_vbur_min,vbur_far_vbur_max,vbur_far_vbur_delta,vbur_far_vbur_vburminconf,vbur_near_vtot_boltz,vbur_near_vtot_min,vbur_near_vtot_max,vbur_near_vtot_delta,vbur_near_vtot_vburminconf,vbur_far_vtot_boltz,vbur_far_vtot_min,vbur_far_vtot_max,vbur_far_vtot_delta,vbur_far_vtot_vburminconf,sterimol_B1_boltz,sterimol_B1_min,sterimol_B1_max,sterimol_B1_delta,sterimol_B1_vburminconf,sterimol_B5_boltz,sterimol_B5_min,sterimol_B5_max,sterimol_B5_delta,sterimol_B5_vburminconf,sterimol_L_boltz,sterimol_L_min,sterimol_L_max,sterimol_L_delta,sterimol_L_vburminconf,sterimol_burB1_boltz,sterimol_burB1_min,sterimol_burB1_max,sterimol_burB1_delta,sterimol_burB1_vburminconf,sterimol_burB5_boltz,sterimol_burB5_min,sterimol_burB5_max,sterimol_burB5_delta,sterimol_burB5_vburminconf,sterimol_burL_boltz,sterimol_burL_min,sterimol_burL_max,sterimol_burL_delta,sterimol_burL_vburminconf
475,c1ccc(P2c3ccccc3Oc3ccccc32)cc1,1,,N,-0.042709,1.869977,-0.227889,-0.037433,-0.132661,0.190456,0.046218,0.05462,-0.386279,0.806004,0.758891,0.044551,0.999808,0.220634,346.669446,287.519828,296.708331,455.780247,1.751287,-0.73196,-0.697791,1.429751,-54.170794,-6.610333,51.426842,1.920635,-0.322377,-0.472879,-0.481909,0.212458,0.219954,1.947329,1.951653,0.049244,0.037579,-13.304954,-6.69462,0.276104,0.008805,0.047113,0.193804,301.881642,0.163103,19.556651,4.113793,13.358611,33.426151,338.993651,303.164547,0.775543,1.220869,0.958886,2.036397,1.077511,2.036397,8.120279,6.746278,10.518174,3.771897,8.922761,4.663818,2.756978,8.461696,5.704718,5.098364,1.121728,-2.959716,2.751334,5.71105,1.957795,-5.785547,-7.05616,-5.501979,1.55418,-7.05616,0.954992,0.951636,0.963724,0.012089,0.951636,14.477405,12.97121,15.020996,2.049786,15.020996,49.238569,47.43073,50.658392,3.227662,47.43073,10.114031,10.036501,10.331446,0.294945,10.040685,14.453437,13.480665,14.933427,1.452762,14.933427,61.388444,59.479901,62.535347,3.055446,59.479901,90.798171,89.381188,91.566527,2.185339,91.566527,3.35444,3.149219,3.85625,0.707032,3.85625,29.093505,27.924305,32.086626,4.16232,32.086626,0,0,0,0,0,14.453437,13.480665,14.933427,1.452762,14.933427,0,0,0,0,0,90.798171,89.381188,91.566527,2.185339,91.566527,49.238569,47.43073,50.658392,3.227662,47.43073,0,0,0,0,0,301.881642,301.668953,302.015384,0.346431,301.773601,0,0,0,0,0,3.869981,3.568183,4.440705,0.872522,4.440705,6.328583,6.31512,6.333509,0.018389,6.332739,7.687607,7.645645,7.75731,0.111665,7.645645,3.825072,3.568183,4.191456,0.623273,4.191456,6.059568,6.049112,6.066593,0.017481,6.066593,7.225037,7.167058,7.340276,0.173218,7.167058
476,Fc1nc(F)c(F)c(P(c2ccccc2)c2ccccc2)c1F,1,,N,-0.028543,1.929757,-0.25424,-0.06826,-0.16125,0.18598,0.069904,0.03164,-0.40245,0.83477,0.76856,0.04864,1.15386,0.41739,304.0915,255.0138,300.8317,356.4291,1.893528,-1.022099,-0.493545,1.515644,-54.146027,-3.99,50.42,1.8884,-0.33467,-0.50093,-0.50831,0.17886,0.19601,1.95025,1.951357,0.04348,0.038967,-11.554332,-7.564332,0.302576,-0.017632,0.06621,0.31909,331.34783,0.165411,19.01,4.64,10.39,37.69,355.73911,319.83423,0.759126,4.424268,4.424268,4.424268,0,4.424268,12.942795,12.942795,12.942795,0,12.942795,10.070452,10.070452,10.070452,0,10.070452,-2.260795,-2.260795,-2.260795,0,-2.260795,-7.809658,-7.809658,-7.809658,0,-7.809658,0.917745,0.917745,0.917745,0,0.917745,19.94342,19.94342,19.94342,0,19.94342,54.808542,54.808542,54.808542,0,54.808542,11.207914,11.207914,11.207914,0,11.207914,15.360156,15.360156,15.360156,0,15.360156,60.236085,60.236085,60.236085,0,60.236085,102.067017,102.067017,102.067017,0,102.067017,4.152241,4.152241,4.152241,0,4.152241,31.931861,31.931861,31.931861,0,31.931861,0,0,0,0,0,15.360156,15.360156,15.360156,0,15.360156,0,0,0,0,0,102.067017,102.067017,102.067017,0,102.067017,54.808542,54.808542,54.808542,0,54.808542,0,0,0,0,0,330.111148,330.111148,330.111148,0,330.111148,0,0,0,0,0,4.195277,4.195277,4.195277,0,4.195277,6.57859,6.57859,6.57859,0,6.57859,7.460114,7.460114,7.460114,0,7.460114,4.195277,4.195277,4.195277,0,4.195277,6.57859,6.57859,6.57859,0,6.57859,7.088792,7.088792,7.088792,0,7.088792
477,CCCCCP(CCCCC)N(CC)CC,1,,N,-0.060412,1.791387,-0.222419,0.033053,-0.094683,0.255472,0.017549,0.107441,-0.400101,0.956872,0.905637,0.06869,0.963004,-0.019971,232.958968,129.601045,214.234081,355.041832,2.011548,-1.129341,-0.468075,1.597416,-54.182867,-6.425924,52.651655,1.944744,-0.310879,-0.447669,-0.491952,0.207042,0.219141,1.966278,1.968357,0.055792,0.049813,-10.073847,-3.647923,0.274846,0.071149,0.051235,0.006132,308.505216,0.195434,17.716167,3.715239,11.300874,31.555449,394.055087,352.774539,0.73699,1.220759,0.636517,1.453113,0.816596,0.852018,2.746019,1.41186,6.013609,4.601749,5.078518,2.140862,1.111669,2.906501,1.794832,2.869162,-0.55594,-0.998687,2.242777,3.241463,1.158024,-1.584923,-4.90414,-0.820066,4.084074,-4.027186,0.930719,0.891361,0.971428,0.080067,0.954392,18.083686,11.401084,22.674364,11.273281,14.623507,60.290677,47.125326,107.715629,60.590303,47.125326,9.902613,9.420463,20.307285,10.886822,10.242544,20.325104,13.718085,38.745538,25.027452,14.142723,27.037822,22.969322,65.419998,42.450675,54.203149,105.15566,92.564397,146.863347,54.29895,98.022365,9.069736,2.94213,22.15749,19.21536,3.781991,76.71962,27.472697,105.712652,78.239955,43.041794,0.001127,0,3.783037,3.783037,0,19.502559,13.718085,22.048716,8.330631,14.142723,0.001981,0,5.795975,5.795975,0,101.518106,73.100832,146.863347,73.762515,98.022365,58.76757,47.125326,76.246449,29.121123,47.125326,1.523108,0,31.863485,31.863485,0,289.25113,241.866296,307.746268,65.879973,307.343244,15.838293,0,65.950832,65.950832,0,3.254455,2.977932,4.737854,1.759922,4.55696,8.123187,5.696567,8.717181,3.020613,8.022877,7.527585,5.823767,10.36529,4.541523,10.232067,3.210434,2.977932,4.669452,1.69152,3.855435,6.996653,5.696567,7.527235,1.830668,6.533088,6.977437,5.764571,7.601684,1.837113,7.533986
478,CCOP(OCC)c1ccc(N(C)C)cc1,1,,N,-0.053493,1.84002,-0.20568,-0.008237,-0.106958,0.197443,0.028972,0.091358,-0.382052,1.302582,1.16754,0.149364,1.403942,0.092662,106.256903,-15.925108,101.142612,233.553185,2.352571,-1.28774,-0.590339,1.87808,-54.137899,-4.217927,60.272118,1.952727,-0.343761,-0.473431,-0.589776,0.206852,0.2227,1.961935,1.970031,0.085964,0.069421,-11.126918,-6.908992,0.257266,0.041809,0.135043,0.101359,273.577307,0.171284,17.919972,3.870136,11.597578,31.380139,327.316681,307.429517,0.747172,3.285695,1.396878,5.381807,3.984929,5.381807,13.86206,12.350143,18.115163,5.76502,12.350143,11.046457,7.980555,13.818877,5.838322,7.980555,-3.434657,-4.919422,1.347894,6.267317,1.347894,-7.6118,-12.279802,-6.942249,5.337553,-9.328449,0.93986,0.898792,0.964014,0.065223,0.898792,16.631655,12.73192,22.132815,9.400895,22.132815,46.860157,40.039322,58.204594,18.165272,40.039322,9.588177,9.184089,11.230924,2.046835,9.404775,15.904965,10.493561,18.557486,8.063925,10.493561,39.810714,27.157839,42.424943,15.267104,41.532677,131.260344,124.760569,139.537021,14.776452,128.674653,6.306321,0.858688,7.854744,6.996056,0.858688,89.144378,73.671068,109.029392,35.358324,86.860238,0,0,0,0,0,15.737969,10.493561,17.928898,7.435336,10.493561,0,0,0,0,0,131.260344,124.760569,139.537021,14.776452,128.674653,46.693161,40.039322,57.576005,17.536683,40.039322,0.166996,0,0.628589,0.628589,0,272.16128,269.182254,274.372932,5.190678,272.914593,0.323079,0,0.958772,0.958772,0,3.866023,3.426379,4.026208,0.599829,3.724992,8.175496,7.817353,8.467318,0.649965,8.236579,8.459397,7.424921,9.170947,1.746026,7.424921,3.792795,3.071592,4.006526,0.934934,3.636661,5.834295,5.703571,6.021387,0.317816,5.848438,6.995319,6.73387,7.599021,0.865151,6.73387
479,c1ccc(P2OCCCO2)cc1,1,,N,-0.044904,1.899568,-0.247815,-0.031174,-0.139494,0.216641,0.044911,0.081973,-0.443319,1.331279,1.217362,0.100059,1.686574,0.432742,111.23057,-21.903949,110.327962,245.267797,2.434085,-1.387974,-0.537891,1.925865,-54.122963,-3.162952,59.711697,1.937005,-0.352056,-0.479836,-0.603883,0.204684,0.208524,1.962072,1.968677,0.076161,0.06794,-8.505399,-5.342447,0.307559,0.025571,0.113917,0.355294,194.051229,0.203666,17.857455,3.189337,12.847464,30.173802,223.558283,209.020767,0.852234,3.303038,1.124759,3.331937,2.207178,3.322874,6.231016,6.17925,12.22627,6.04702,6.17925,3.817622,3.769275,9.050414,5.281138,3.769275,0.996641,-2.119046,1.01984,3.138886,1.01984,-4.814264,-8.173268,-4.706468,3.4668,-4.789115,0.932305,0.931967,0.968967,0.037,0.931967,17.999177,11.996751,18.054376,6.057626,18.054376,39.521929,39.453615,47.068847,7.615232,39.453615,9.271135,9.020928,9.315873,0.294945,9.270899,10.555759,10.525984,14.725292,4.199307,10.525984,33.880903,22.653346,33.983673,11.330327,33.983673,81.009348,80.93282,88.96055,8.02773,80.93282,0.823939,0.789658,5.02871,4.239052,0.789658,47.128409,46.949147,66.170439,19.221292,46.949147,0,0,0,0,0,10.555759,10.525984,14.725292,4.199307,10.525984,0,0,0,0,0,81.009348,80.93282,88.96055,8.02773,80.93282,39.521929,39.453615,47.068847,7.615232,39.453615,0,0,0,0,0,194.04085,193.458964,194.570712,1.111747,194.04604,0,0,0,0,0,3.256194,2.589866,3.262387,0.672521,3.262387,6.186276,6.025098,6.187756,0.162658,6.187756,7.313122,7.299032,7.962008,0.662976,7.306809,3.253344,2.589866,3.259522,0.669656,3.259522,5.817921,5.815773,6.026124,0.210351,5.816023,6.841124,6.834454,7.477467,0.643013,6.834454
480,CN(C)P1Oc2ccccc2O1,1,,N,-0.024766,1.947054,-0.22643,-0.00757,-0.117,0.21886,0.031273,0.10034,-0.41654,1.42512,1.146159,0.356202,1.49584,0.03857,107.826653,-34.016231,100.343122,257.152969,2.229501,-1.263632,-0.502981,1.766612,-54.093584,-2.520001,64.710013,1.96327,-0.38922,-0.625479,-0.63151,0.14956,0.176337,1.96338,1.96788,0.11922,0.098456,-7.408438,-4.888438,0.286651,0.047124,0.278961,0.07072,192.192053,0.229744,17.52,3.43,12.17,29.859992,219.844713,213.156763,0.82641,2.461229,1.859716,2.461234,0.601518,1.859716,7.008652,6.146514,7.008659,0.862145,6.146514,5.606568,3.947518,5.60658,1.659062,3.947518,-1.810627,-1.810646,0.710015,2.520661,0.710015,-3.79594,-4.657533,-3.795934,0.861599,-4.657533,0.946404,0.946404,0.980994,0.03459,0.980994,15.250547,9.257539,15.250593,5.993053,9.257539,44.154936,41.477441,44.154957,2.677516,41.477441,8.760498,8.760497,8.827435,0.066938,8.827435,17.231246,12.872994,17.231279,4.358285,12.872994,25.039305,25.039235,34.199393,9.160158,34.199393,75.299622,66.235317,75.299691,9.064374,66.235317,8.279344,3.418016,8.279381,4.861365,3.418016,48.814675,32.034988,48.814803,16.779815,32.034988,0,0,0,0,0,17.231246,12.872994,17.231279,4.358285,12.872994,0,0,0,0,0,75.299622,66.235317,75.299691,9.064374,66.235317,44.154936,41.477441,44.154957,2.677516,41.477441,0,0,0,0,0,192.192028,188.704033,192.192055,3.488022,188.704033,0,0,0,0,0,2.716736,2.716731,3.384139,0.667408,3.384139,4.624544,4.424666,4.624545,0.199879,4.424666,8.632181,8.632179,8.902283,0.270104,8.902283,2.504233,2.504228,3.163007,0.658779,3.163007,4.598465,4.424666,4.598466,0.173801,4.424666,7.429442,7.429441,7.540869,0.111428,7.540869
481,COP1Oc2ccccc2O1,1,,N,-0.018293,2.041958,-0.240317,-0.017305,-0.128811,0.223011,0.037202,0.102999,-0.45446,1.524077,1.41457,0.086439,1.597948,0.018452,124.936816,24.525801,72.336511,277.948324,2.256603,-1.184996,-0.629247,1.814243,-54.072217,-1.363554,67.521255,1.964945,-0.409622,-0.652086,-0.672113,0.154133,0.170793,1.966729,1.970859,0.100673,0.091028,-5.593454,-4.229899,0.303128,0.043236,0.109506,0.073872,171.718469,0.217347,17.304598,3.088293,11.895191,29.291496,190.862608,187.680114,0.854228,2.151798,1.39898,2.199201,0.800221,2.199201,1.621735,1.150224,9.109903,7.959679,1.150224,0.94201,0.554236,7.10034,6.546104,0.554236,0.2604,-1.630784,0.379483,2.010266,0.379483,-1.20241,-5.469556,-0.933719,4.535838,-0.933719,0.947665,0.9464,0.967756,0.021356,0.9464,15.247878,11.720037,15.470018,3.74998,15.470018,37.323471,37.007244,42.345542,5.338297,37.007244,8.798113,8.714478,8.803379,0.088902,8.803379,10.561096,10.246728,15.553648,5.30692,10.246728,24.990916,21.734778,25.195946,3.461168,25.195946,72.486603,70.281162,72.625474,2.344312,72.625474,1.73486,1.416155,6.796288,5.380134,1.416155,47.346054,46.020383,47.429528,1.409145,47.429528,0,0,0,0,0,10.561096,10.246728,15.553648,5.30692,10.246728,0,0,0,0,0,72.486603,70.281162,72.625474,2.344312,72.625474,37.323471,37.007244,42.345542,5.338297,37.007244,0,0,0,0,0,171.579622,169.935099,171.683173,1.748074,171.683173,0,0,0,0,0,2.528323,2.523881,2.598879,0.074998,2.523881,4.439349,4.43029,4.58322,0.15293,4.43029,8.69365,8.684905,8.832525,0.14762,8.684905,2.427414,2.407511,2.428668,0.021157,2.428668,4.186625,4.161652,4.58322,0.421568,4.161652,7.443395,7.437466,7.537551,0.100085,7.437466
482,CCCCP(N(C(C)C)C(C)C)N(C(C)C)C(C)C,1,,N,-0.058179,1.751593,-0.211937,0.030369,-0.090784,0.242306,0.017009,0.104151,-0.392837,1.149838,1.129708,0.017611,1.233157,0.049845,238.708429,183.657254,225.062947,307.405045,2.160051,-1.029665,-0.725226,1.754891,-54.171478,-5.417578,50.976401,1.926797,-0.296707,-0.451147,-0.531859,0.218493,0.239703,1.961566,1.967125,0.090321,0.077437,-9.698792,-4.281214,0.259252,0.067731,0.020129,0.08332,355.90898,0.250846,18.574562,3.710458,11.978192,33.722596,447.505637,357.203261,0.792183,1.416306,0.582624,1.471608,0.888984,1.158691,2.435565,1.738284,4.693635,2.955351,1.757107,1.874755,0.832381,3.377594,2.545212,1.168896,-0.419057,-0.741057,1.040939,1.781996,0.135951,-1.455698,-3.256917,-1.085584,2.171333,-1.304847,0.881738,0.858035,0.946212,0.088178,0.883948,23.901633,15.970867,26.855321,10.884453,23.666326,89.277493,62.583797,99.636015,37.052218,62.583797,14.659847,9.556431,22.618734,13.062303,9.556431,27.41696,20.194327,31.780859,11.586532,20.723555,60.579289,44.231358,75.279842,31.048483,57.08808,110.757205,103.729496,118.186635,14.457139,110.98932,12.434334,3.255901,16.909141,13.653239,9.42883,46.080113,22.459771,73.955277,51.495506,50.965084,0.524281,0,2.821851,2.821851,0,21.931379,19.644181,22.022568,2.378387,19.78747,0.972743,0,3.631493,3.631493,0,102.472809,98.567491,114.291721,15.72423,109.027485,76.366986,61.545213,81.837856,20.292642,61.545213,12.910507,0.779199,18.331571,17.552372,1.038583,335.088997,325.123956,352.457232,27.333276,352.4564,19.650282,1.255465,26.579687,25.324222,2.495681,4.183095,3.735855,4.581936,0.84608,4.524372,6.423589,5.627674,7.45868,1.831006,6.68953,7.469802,7.413991,9.207807,1.793816,7.637249,4.183095,3.545987,4.524666,0.978678,4.524372,6.318134,5.59774,7.158714,1.560974,6.386852,7.004483,6.939001,7.731803,0.792802,7.179205
483,CC(C)(C)c1ccc2c(c1)P(c1ccccc1)c1ccccc1O2,1,,N,-0.042918,1.880918,-0.225773,-0.03365,-0.129711,0.192123,0.043796,0.056346,-0.374594,0.810382,0.768985,0.03864,0.978287,0.191419,344.203663,283.856523,300.073957,448.680443,1.726568,-0.710636,-0.699085,1.409721,-54.171611,-7.425548,51.861166,1.912765,-0.323116,-0.471887,-0.480017,0.213464,0.221139,1.947493,1.951184,0.047819,0.035818,-14.684546,-7.258998,0.271504,0.011643,0.041397,0.167905,370.891646,0.127892,19.788381,4.428697,13.221291,35.759996,428.956632,371.784039,0.739838,1.357355,0.937791,2.230595,1.292803,2.230595,10.693858,8.890641,11.568577,2.677936,8.890641,7.779147,4.313102,9.389416,5.076314,4.313102,-1.725074,-3.821879,2.900089,6.721968,2.900089,-6.054072,-7.213191,-5.474895,1.738296,-7.213191,0.960075,0.952597,0.96356,0.010963,0.952597,13.593793,13.003332,14.856178,1.852846,14.856178,47.433901,47.301038,47.519632,0.218594,47.301038,10.224609,10.034409,10.325171,0.290761,10.034409,13.97469,13.517272,14.972125,1.454853,14.972125,59.244706,58.474437,60.229258,1.754821,58.474437,154.555466,148.813621,157.597069,8.783448,148.813621,3.443059,3.206744,3.950382,0.743638,3.950382,91.561124,78.280945,98.6345,20.353555,78.280945,0,0,0,0,0,13.97469,13.517272,14.972125,1.454853,14.972125,0,0,0,0,0,152.627977,148.813621,155.493125,6.679504,148.813621,47.433901,47.301038,47.519632,0.218594,47.301038,0,0,0,0,0,368.478876,367.36529,370.850622,3.485332,370.850622,1.927488,0,3.498669,3.498669,0,4.120553,3.946669,4.409466,0.462797,4.409466,8.416259,8.24886,8.574163,0.325303,8.24886,7.715872,7.650657,7.752198,0.101541,7.650657,3.882906,3.560031,4.167555,0.607524,4.167555,7.204521,7.082721,7.274798,0.192078,7.274798,7.281354,7.171957,7.33687,0.164913,7.171957
484,CCOP(OCC)/C(=C/Br)c1ccccc1,1,,N,-0.034498,1.876512,-0.2477,-0.040612,-0.144156,0.207089,0.050222,0.057497,-0.413527,1.323169,1.22014,0.107815,1.46829,0.153338,111.500774,0.437385,79.305231,254.759751,2.173408,-1.162875,-0.579277,1.742152,-54.116151,-5.433739,61.426795,1.944911,-0.365921,-0.481395,-0.608666,0.192156,0.200621,1.92655,1.958053,0.079885,0.073394,-11.124641,-5.690902,0.299947,0.00845,0.10303,0.14512,284.887704,0.182672,18.846123,4.046887,11.830797,32.27449,331.419847,303.399189,0.763471,2.018922,1.483942,3.130943,1.647,2.57621,11.040387,5.522283,12.551026,7.028743,7.414857,7.744344,2.601118,8.647585,6.046467,5.015765,-0.069705,-3.161111,2.048508,5.209619,0.428378,-7.674639,-9.331903,-3.401996,5.929908,-5.444144,0.942087,0.918615,0.968463,0.049848,0.931604,16.237625,12.049599,19.57183,7.52223,17.812942,52.044075,47.112775,63.588911,16.476136,47.112775,9.375376,9.254164,11.624184,2.37002,9.753061,16.3202,14.03604,21.043602,7.007561,14.03604,39.911941,31.541737,54.601533,23.059797,47.347178,128.913321,109.325395,135.940944,26.61555,118.158546,6.61601,3.944106,10.108668,6.164562,4.28298,81.453294,51.893382,99.443106,47.549724,68.045449,0,0,0,0,0,16.299419,14.03604,19.365971,5.32993,14.03604,0,0,0,0,0,128.780199,109.325395,135.847038,26.521644,118.158546,52.02195,47.112775,61.301518,14.188743,47.112775,0.022126,0,2.287393,2.287393,0,284.757717,280.033181,286.969397,6.936216,281.386668,0.151711,0,3.571729,3.571729,0,3.730174,3.165742,4.323297,1.157555,3.583014,7.363513,6.208459,7.519117,1.310658,6.284721,7.514878,7.1363,10.215667,3.079367,10.169898,3.725849,3.143914,4.323297,1.179382,3.562871,6.941721,6.208459,7.086272,0.877814,6.284721,7.338181,6.727085,7.782413,1.055328,7.594064
485,CC(C)N1CCN2CCN(C(C)C)P1N(C(C)C)CC2,1,,N,-0.060293,1.778036,-0.178089,0.035185,-0.071452,0.213274,0.011969,0.111763,-0.349002,1.301778,1.177556,0.195352,1.444414,0.112736,152.012145,115.91683,124.851803,215.267626,1.896909,-0.776669,-0.772138,1.548807,-54.155626,-6.033899,55.497381,1.944462,-0.313862,-0.556118,-0.557328,0.236569,0.237902,1.964464,1.964551,0.088181,0.087638,-10.23014,-4.196241,0.226316,0.07382,0.124222,0.142637,337.975478,0.207895,18.840948,3.966533,12.885449,38.280979,425.165028,341.741627,0.800157,0.194701,0.066323,0.196638,0.130316,0.196638,4.035464,4.009158,5.019177,1.010019,4.009158,1.706343,1.649464,2.533848,0.884385,1.649464,1.584162,1.20731,2.046447,0.839136,1.623967,-3.290505,-4.09814,-3.273431,0.824709,-3.273431,0.916222,0.916151,0.931682,0.015532,0.916151,20.208711,18.132477,20.219673,2.087196,20.219673,70.261659,69.192868,91.576274,22.383406,69.192868,15.488203,13.370845,22.238025,8.86718,15.449058,19.532203,18.854523,26.617228,7.762704,18.854523,74.720535,57.101656,75.168824,18.067168,75.168824,94.395392,88.263275,96.701172,8.437897,94.209139,3.515706,1.847068,12.581187,10.734119,3.0007,19.414489,13.539174,36.963717,23.424543,19.024984,0.096855,0.051249,2.090763,2.039514,0.089948,18.522008,18.126574,21.809204,3.68263,18.126574,0.163224,0.040685,2.046177,2.005492,0.15229,92.855009,84.771583,94.036026,9.264443,92.711793,67.763916,67.037259,83.450641,16.413382,67.037259,2.497743,2.155609,13.317504,11.161894,2.155609,332.977174,315.208812,333.531056,18.322244,333.531056,4.954142,4.509414,15.023916,10.514502,4.509414,4.464412,3.922588,4.489542,0.566954,4.489542,5.843832,5.283745,5.935922,0.652177,5.843749,7.817919,7.815013,7.893198,0.078185,7.815013,4.464412,3.922588,4.489542,0.566954,4.489542,5.843832,5.283745,5.935922,0.652177,5.843749,7.6377,7.634997,7.712475,0.077478,7.634997
